title,summary,tags,keywords,parameter_hints,modeling_notes,feature_pattern,failure_modes,validation_rules,example_prompt,shape_type,memory_type,quality_score,source_table,memory_only
DeepCAD Sample 00710414 line_profile,"Dataset sample with 2 sketch(es), 10 loop(s), 1 extrude feature(s), and curves Line3D:40.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00710414;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:40.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719916 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719916;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00712817 line_profile,"Dataset sample with 1 sketch(es), 5 loop(s), 2 extrude feature(s), and curves Circle3D:1;Line3D:16.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00712817;Circle3D;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:1;Line3D:16.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711118 line_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Line3D:4;Circle3D:2.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711118;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4;Circle3D:2.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717170 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 2 extrude feature(s), and curves Line3D:12.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717170;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:12.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00714755 line_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Circle3D:1;Line3D:24;Arc3D:8.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00714755;Circle3D;Line3D;Arc3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:1;Line3D:24;Arc3D:8.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00714435 circular_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Circle3D:3.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00714435;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:3.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00713761 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:12.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00713761;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:12.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00712557 circular_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Circle3D:1.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00712557;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:1.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00715173 line_profile,"Dataset sample with 1 sketch(es), 29 loop(s), 1 extrude feature(s), and curves Line3D:147.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00715173;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:147.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00710243 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 1 extrude feature(s), and curves Line3D:8.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00710243;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717905 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 2 extrude feature(s), and curves Line3D:4;Circle3D:1.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717905;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4;Circle3D:1.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711848 circular_profile,"Dataset sample with 3 sketch(es), 3 loop(s), 3 extrude feature(s), and curves Circle3D:3.",dataset;deepcad;circular_profile;sketch;extrude,DeepCAD;00711848;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:3.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",3 sketch(es) -> skSolve -> 3 opExtrude operation(s); dominant=circular_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric spacer or bushing from a circular dataset profile,CYLINDER,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717128 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:6.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717128;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:6.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00719647 line_profile,"Dataset sample with 1 sketch(es), 1 loop(s), 1 extrude feature(s), and curves Line3D:4.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00719647;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717335 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 1 extrude feature(s), and curves Line3D:8.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717335;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00715611 line_profile,"Dataset sample with 1 sketch(es), 35 loop(s), 1 extrude feature(s), and curves Arc3D:64;Line3D:32;Circle3D:19.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00715611;Arc3D;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Arc3D:64;Line3D:32;Circle3D:19.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00712083 line_profile,"Dataset sample with 1 sketch(es), 10 loop(s), 8 extrude feature(s), and curves Line3D:53.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00712083;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:53.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 8 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00718027 line_profile,"Dataset sample with 2 sketch(es), 2 loop(s), 1 extrude feature(s), and curves Line3D:8.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00718027;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00711540 line_profile,"Dataset sample with 1 sketch(es), 4 loop(s), 3 extrude feature(s), and curves Line3D:8;Circle3D:2.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00711540;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:8;Circle3D:2.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 3 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00710773 line_profile,"Dataset sample with 2 sketch(es), 12 loop(s), 2 extrude feature(s), and curves Circle3D:2;Arc3D:16;Line3D:28.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00710773;Circle3D;Arc3D;Line3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Circle3D:2;Arc3D:16;Line3D:28.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",2 sketch(es) -> skSolve -> 2 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
DeepCAD Sample 00717901 line_profile,"Dataset sample with 1 sketch(es), 3 loop(s), 1 extrude feature(s), and curves Line3D:4;Circle3D:2.",dataset;deepcad;line_profile;sketch;extrude,DeepCAD;00717901;Line3D;Circle3D;ExtrudeFeature;Sketch,sampleId;sketchCount;loopCount;extrudeCount;curveTypes,"Use as retrieval metadata, not raw geometry.;Curve counts: Line3D:4;Circle3D:2.;Convert closed loops to skRectangle, skCircle, skLineSegment, or skFitSpline where possible.",1 sketch(es) -> skSolve -> 1 opExtrude operation(s); dominant=line_profile.,unknown units;unsupported sketch curve;open profile,closed loops before qSketchRegion;skSolve before opExtrude;raw dataset remains ignored,Create a parametric prismatic plate from a rectangular dataset profile,BOX,dataset_example,0.78,cad_memory,true
